'3c110ff3,Carlos Martinez de la Casa Garcia,2019-06-10 13:19:47,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'8dea2080,Carlos Martinez de la Casa Garcia,2019-06-10 13:19:26,Tratamiento de distance, controller, test, search, para clases dependientes de Local Comercial'
'0c406934,Juan Carlos Ballesteros,2019-06-10 13:17:02,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'77fc991c,Juan Carlos Ballesteros,2019-06-10 13:16:54,Constructores calidad del Aire'
'd37ba626,Carlos Martinez de la Casa Garcia,2019-06-10 13:12:16,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'f7bd89a7,Carlos Martinez de la Casa Garcia,2019-06-10 13:11:56,Tratamiento de distance, controller, test, search, para clases dependientes de callejero'
'dc147db6,Juan Carlos Ballesteros,2019-06-10 13:02:40,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'611bb0dc,Juan Carlos Ballesteros,2019-06-10 13:02:28,Aviso queja y sugerencia tests'
'4b51741e,Carlos Martinez de la Casa Garcia,2019-06-10 12:59:27,Tratamiento de distance, controller, test, search, para clases dependientes de Calidad Aire RDF Correcion de GEOCORE'
'7c4df7b4,Carlos Martinez de la Casa Garcia,2019-06-10 12:45:09,Tratamiento de distance, controller, test, search, para clases dependientes de organigrama'
'121d232f,Carlos Martinez de la Casa Garcia,2019-06-10 12:32:42,Tratamiento de distance, controller, test, search, para clases dependientes de aviso quejas y sugerencias'
'70136b60,Carlos Martinez de la Casa Garcia,2019-06-10 12:25:05,Tratamiento de distance, controller, test, search, para clases dependientes de punto de interes turistico'
'75b81bae,Carlos Martinez de la Casa Garcia,2019-06-10 12:14:46,Tratamiento de distance, controller, test, search, para clases dependientes de alojamiento'
'2d509620,Carlos Martinez de la Casa Garcia,2019-06-10 12:05:25,Tratamiento de distance, controller, test, search, para clases dependientes de equipamiento'
'9daf6247,Carlos Martinez de la Casa Garcia,2019-06-10 11:39:54,correción al order de distance Equipamiento'
'0c807d8e,Juan Carlos Ballesteros,2019-06-10 10:46:53,Test de constructores en Alojamiento'
'7c8813ef,Juan Carlos Ballesteros,2019-06-10 10:17:16,Refactorizacion'
'604e3de2,Juan Carlos Ballesteros,2019-06-07 16:03:41,Tests para verificar constructores en Agenda'
'e7d03e82,Juan Carlos Ballesteros,2019-06-07 15:26:52,Comentamos anterior version de libreria de conversion de coordenadas'
'4827d908,Juan Carlos Ballesteros,2019-06-07 14:45:35,Control de extensiones (beta)'
'a585108d,Carlos Martinez de la Casa Garcia,2019-06-07 13:35:16,Servicio geo, con campo distance'
'f11fd0a7,Juan Carlos Ballesteros,2019-06-07 13:17:02,SQL Formula'
'90e9f1bd,Carlos Martinez de la Casa Garcia,2019-06-07 12:12:15,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'07db6b7a,Carlos Martinez de la Casa Garcia,2019-06-07 12:05:41,Utilidades Nuevas para Geo'
'a3d102b5,Juan Carlos Ballesteros,2019-06-07 11:19:45,api.json bien presentado'
